-253.910000,-343.550000,-343.010000,-377.350000,-462.770000,-306.610000,-300.640000,-237.980000,-327.830000,-199.530000,-231.760000,-157.520000,-394.570000,-127.450000,-85.690000,-146.020000,-87.720000,-191.670000,-72.260000,-133.720000,-84.560000,-58.300000,-92.430000,-48.540000,-50.530000,-49.020000,-58.640000,-49.150000
-379.190000,-411.670000,-282.980000,-257.720000,-213.620000,-131.930000,-97.950000,-156.130000,-112.240000,-86.670000,-66.310000,-82.670000,-66.350000,-41.100000,-73.500000,-7.930000,-29.160000,-24.740000,-8.000000,-2.690000,-4.080000,-3.980000,-21.740000,-1.740000,0.790000,0.910000,-0.700000,-0.320000
-319.230000,-276.300000,-248.040000,-130.450000,-141.950000,-81.870000,-145.640000,-18.390000,-38.920000,-34.590000,-10.030000,-0.970000,-26.990000,-25.340000,1.070000,0.880000,-3.030000,0.250000,0.790000,0.750000,0.740000,0.190000,-0.110000,-0.110000,0.040000,0.780000,0.570000,0.430000
-282.130000,-178.400000,-205.870000,-180.010000,-91.640000,-53.110000,-32.320000,-81.350000,-29.420000,-9.250000,-1.380000,-1.790000,-3.260000,0.410000,-0.250000,0.670000,0.150000,0.640000,-0.380000,0.750000,0.350000,0.760000,0.190000,1.000000,0.290000,0.720000,1.110000,-0.190000
-406.640000,-316.170000,-174.640000,-105.820000,-25.150000,-130.790000,-10.790000,-30.870000,-8.870000,0.290000,-47.410000,0.540000,0.580000,-1.970000,-2.090000,1.020000,-0.370000,0.500000,0.450000,0.350000,-0.220000,0.890000,-1.180000,0.300000,0.380000,0.160000,0.140000,0.240000
-349.530000,-120.500000,-108.390000,-109.530000,-45.100000,-25.140000,-3.950000,-4.020000,-0.950000,-0.120000,0.190000,0.490000,0.150000,1.010000,1.410000,-0.570000,0.750000,0.150000,0.490000,-0.140000,-0.940000,0.720000,-0.680000,-0.350000,0.550000,0.140000,0.310000,0.150000
-360.800000,-66.440000,-107.370000,-53.240000,-17.140000,-25.150000,-5.310000,-0.580000,0.250000,1.270000,-1.600000,-0.390000,-0.280000,0.330000,-0.820000,1.130000,0.910000,1.200000,0.690000,0.370000,-0.620000,0.310000,0.570000,0.960000,0.740000,0.770000,-0.460000,-0.030000
-210.340000,-74.860000,-80.570000,-18.750000,-21.690000,-5.730000,-9.500000,-0.060000,-9.690000,-3.840000,-0.450000,0.140000,-0.220000,-0.570000,-0.330000,0.720000,-0.270000,-0.550000,1.170000,-0.010000,0.100000,-0.380000,0.200000,-0.240000,0.420000,0.770000,0.490000,-0.560000
-126.300000,-138.750000,-23.200000,-14.950000,-7.970000,-8.470000,0.940000,-0.430000,-19.520000,-21.070000,-0.110000,0.870000,-0.040000,0.580000,0.400000,0.290000,1.010000,0.860000,-0.150000,0.580000,-0.550000,0.330000,-0.080000,0.340000,1.190000,0.910000,-0.300000,-0.540000
-176.530000,-172.880000,-60.990000,-26.230000,-26.520000,-19.740000,0.790000,-1.130000,-0.900000,-0.540000,-0.610000,-1.060000,-0.760000,0.480000,0.550000,0.680000,-0.500000,-0.960000,-0.410000,-0.240000,-0.980000,0.260000,-0.180000,-0.850000,-0.740000,0.410000,0.580000,-1.140000
-207.670000,-74.640000,-53.740000,-8.020000,-28.710000,-2.050000,-0.450000,-2.650000,-2.580000,-0.260000,-0.800000,-0.640000,-1.340000,-1.390000,-0.270000,0.850000,0.300000,-0.230000,-0.660000,-0.110000,-0.990000,0.550000,-0.020000,0.120000,0.000000,-1.470000,0.110000,-0.970000
-225.350000,-39.370000,-28.290000,-13.340000,-4.800000,-2.350000,-1.740000,-0.400000,-0.020000,-0.740000,-0.620000,0.990000,-0.660000,0.160000,-1.340000,-0.520000,-0.070000,-0.200000,0.460000,-0.930000,-0.150000,0.460000,-0.820000,-0.580000,-1.120000,-0.810000,0.200000,-0.900000
-126.720000,-33.330000,-15.770000,-12.320000,-20.410000,0.420000,0.140000,-0.380000,-0.090000,0.100000,-0.020000,-0.730000,-0.240000,0.270000,0.030000,0.790000,-0.150000,-0.630000,-0.020000,0.060000,-0.080000,-0.210000,0.140000,0.120000,-0.380000,-0.600000,-0.390000,-0.010000
-104.790000,-13.290000,-9.980000,-11.160000,0.420000,-7.410000,-0.360000,0.030000,-0.230000,0.080000,0.310000,-0.430000,0.310000,0.100000,-0.450000,0.940000,0.530000,0.300000,0.180000,-0.360000,-0.410000,-1.480000,-0.490000,0.160000,0.510000,-0.310000,-0.490000,-0.630000
-114.370000,-87.690000,-31.520000,-17.050000,-4.090000,-4.220000,-0.520000,-0.600000,-0.090000,-0.010000,0.390000,-0.720000,-0.320000,0.700000,0.420000,0.710000,0.060000,-0.990000,0.890000,-0.290000,-0.090000,0.170000,0.070000,-0.310000,-0.240000,-1.080000,-0.110000,0.370000
-165.550000,-44.810000,-55.730000,-11.520000,-5.130000,-2.200000,0.110000,-1.160000,-0.200000,-2.110000,-0.270000,-0.310000,0.400000,1.190000,-0.430000,-0.030000,-0.340000,0.040000,0.230000,0.490000,0.260000,0.040000,-0.070000,-0.230000,-0.750000,0.290000,-0.620000,0.310000
-156.190000,-45.470000,-34.680000,-21.990000,-2.040000,-0.390000,-0.710000,-0.730000,-0.530000,-0.830000,-0.270000,-1.030000,-0.710000,-0.530000,-0.580000,-0.630000,0.360000,-0.950000,-0.610000,-0.290000,1.010000,-1.290000,-0.280000,-1.360000,-0.690000,-0.150000,-0.130000,-0.230000
-137.160000,-41.510000,-53.510000,-8.650000,-2.910000,-2.900000,-0.100000,-2.000000,-1.680000,-0.480000,0.250000,0.280000,-1.490000,0.760000,-0.050000,-0.870000,0.000000,-1.140000,-1.350000,-0.420000,-0.960000,0.090000,-0.840000,0.460000,0.060000,-0.350000,-0.860000,0.510000
-198.500000,-25.110000,-25.540000,-6.690000,-8.510000,-6.100000,-0.400000,0.740000,0.040000,0.370000,-0.190000,-0.290000,-0.290000,-0.480000,0.160000,0.020000,0.290000,-0.140000,-0.280000,-1.010000,-0.610000,0.540000,0.140000,-0.540000,-0.720000,0.240000,1.060000,-0.110000
